,"Unnamed: 0, nan","№ п/п, nan","Дата составления, nan","Организация, nan","Месторождение, nan","ЛУ, nan","Цех, nan","ТЛ/ДНС, nan","АГЗУ, nan","№ Скв, nan","Номер куста, nan","Дата ввода в эксплуатацию, nan","Тип ствола скв., nan","Пласт,  ","Состояние по фонду, nan","текущее состояние, nan","Скин фактор, nan","Дата ГРП, nan","Исполнитель ГРП, nan","Примечание ГРП, nan","P нас, ат","ГС, м3/м3","Вязкость нефти (пл.усл), сПз","Вязкость воды (пл.усл.), сПз","Вязкость жидкости (станд.усл), сПз","Объемный коэф-т нефти, nan","Плот-ть нефти (станд.усл), г/см3","Плот-ть нефти  (пл.усл.), г/см3","Т пласта, ͦС","Плот-ть воды (станд.усл), г/см3","Dэк 
внешн., мм","Толщ. стенки, мм","Интервал спуска ЭК, м","Исскуств. забой, м","Текущий забой, м","Дата отбивки текущего забоя, nan","Способ отбивки текущего забоя, nan","Примечание, nan","Тип конструкции  забоя, nan","Интервалы перфорации, м","Нперф_Эфф, м","Нвд_замер, м","Удлинение на Нвд, м","Интервал спуска хвостовика, м","Диаметр хвостовика, мм","Толщ.стенки хвостовика, мм","Способ эксплуатации, nan","Глубина 1 и.о., м","Давление запуска
1 и.о., ат","Глубина 2 и.о., м","Давление запуска
2 и.о., ат","Глубина 3 и.о., м","Давление запуска
3 и.о., ат","Глубина 4 и.о., м","Давление запуска
4 и.о., ат","Глубина 5 и.о., м","Давление запуска
5 и.о., ат","Глубина 6 и.о., м","Давление запуска
6 и.о., ат","Глубина НПЦК, м","Состояние НПЦК, nan","Примечание.1, nan","Тип насоса, nan","Число ступеней, шт","Напор, м","Частота, Гц","ПЭД, кВт","Qтеор, м3/сут","Глубина спуска ПО, м","Глубина спуска ПО (по верт.), м","Удлинение на гл спуска ПО, м","Dнкт, мм","Толщина стенки НКТ, мм","Dшт, мм","Вид штуцера, nan","Режим работы, nan","Время работы, час","Время
накопления, 0+","Рбуф, ат","Рзатр, ат","Рлин, ат","Дата замера Рпл, nan","Рпл, ат","Рг/г, ат","Состояние АСУРГГ, nan","Модификация АСУРГГ, nan","Dшт линии подачи г/г, мм","Ндин (расчетный от Рпр), м","Р пр (расчетный от Нд), ат","Ндин, м","Р пр, ат","Рзаб, ат","Дебит нефти, т/сут","Дебит жидкости, м3/сут","Обводненность, %","Дебит газа, тыс.м3/сут","Расход г/г, тыс.м3/сут","Расход г/г.1, м3/ч","Дебит ПНГ, тыс.м3/сут","ГФ, м3/сут","УРГГ, м3/т","Кпрод, м3/(сут*ат)"
324,1379,207.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-2,1379,К-32-1,2015-03-26 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9800401462228572,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2271,2800,2800,,,,открытый,2271-2800,78.64,2271,378,,,,Газлифт,600.1512,ГК 85 1/8,1129.8936,ГК 87 1/8,1570.0248,ГК 88 5/32,1929.9936,ЦКсОК 5/16,-,-,-,-,1940,закрыт,-,-,-,-,-,-,-,2300,1895.96,404.03999999999996,73,5.5,18,ШДР,Постоянный,24,0,18,41,17,2023-04-01 00:00:00,94,75,В работе,Сиант ,6,,,,,41,6.269373,7.5,0.01,15.5,10.8,,4.699999999999999,749.6762435414194,1722.4216961978261,0.14150943396226415
325,1383,208.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,ЗУ-3,1383,К-62,2015-07-18 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9864655088774619,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2145,"1 ствол 2840
2 ствол 2768
3 ствол 2872","1 ствол 2840
2 ствол 2768
3 ствол 2872",,,,открытый,2140-2722,44.21,2145,269.2,,,,Газлифт,532.999987207,ГК77 1/8,1059.999968555,ГК78 1/8,1592.000016797,ГК77 1/8,1949.999969531,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2065,1875.5,189.5,73,5.5,18,Угловик,Постоянный,24,0,22,33,21,2023-04-01 00:00:00,95,64,В работе,Сиант ,6,,,,,41,9.213388799999999,11.2,1.6,23,9.8,,13.2,1432.6975976526685,1040.2400517385681,0.2074074074074074
326,1385,209.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-40,1385,К-40,2015-11-06 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2558,3280,3280,,,,открытый,2558 - 3280,53.71,2558,694,,,,Газлифт,537.000003516,ГК 78 1/8,999.999984375,ГК77 1/8,1455.999983203,ГК76 5/32,1815.000060938,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2570,1866.8,703.2,73,5.5,18,Угловик,Постоянный,24,0,24,55,23,2023-04-01 00:00:00,126.8,70,В работе,Сиант ,,,,,,80,11.703999999999999,14,0,19,12,,7,598.0861244019139,1025.2904989747096,0.29914529914529914
327,1387,210.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-124,1387,К-124,2021-03-25 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,-4.0,2020-02-16 00:00:00,"ЗАО ""СП ""МеКаМинефть""","КГРП 5ст.
1113м3 15% HCl",203,218.2,0.98,1.66,1.2993610223642171,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2311.6,3023,3023,2020-02-07 00:00:00,,,Закрытый,"2566,83 - 2567,58; 2653,72 - 2654,47; 2800,73 - 2801,48; 2898,39 - 2899,14; 2996,67 - 2998,07",41.06,2566.83,621.5,2181-3023,114,7.37,Газлифт,643.000007813,ГП,1267.000021875,ГП,1690.000062891,ГК88 5/32,1979.000022656,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,3023,1988.5,1034.5,73,5.5,18,Угловик,Постоянный,24,0,21,70,18,2023-04-01 00:00:00,150,83,В работе,ГКС,5,,82,,,103,2.6752000000000002,8,60,15,14,,1,373.80382775119614,1700.3497862417414,0.1702127659574468
328,1388,211.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-29,1388,К-130,2018-11-14 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,,,,203,218.2,0.98,1.66,0.9800802957350722,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2345,2471,2471,,,,открытый,2288-2471,12.69,2288,385.028,"2267,45-2471",114,7.37,Газлифт,519.999999316,ГП,989.999999414,ГП,1394.999948438,ГП,1749.999972656,ГП,2079.999997266,ЦКсОК 5/16,-,-,2090,закрыт,-,-,-,-,-,-,-,2262,1893.79,368.21000000000004,73,5.5,18,Угловик,Постоянный,24,0,19,60,18,2023-04-01 00:00:00,102,82,,,5,,19,,,38,4.42991384,5.3,0.02,25,10.8,,14.2,3205.4799512759823,2437.295319662701,0.0828125
329,1391,211.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-124,1391,К-124,2021-03-25 00:00:00,Гор.,Р4+5+6_Block2,Пьезометрический,Остановлена,-4.0,2020-02-20 00:00:00,"ЗАО ""СП ""МеКаМинефть""","КГРП 6ст.
1075м3 15% HCl",203,218.2,0.98,1.66,1.597909790979098,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2222.54,2768,2734,2019-11-21 00:00:00,,,Закрытый,"2233,65 - 2234,85; 2332,81 - 2334,01; 2441,38 - 2442,58; 2527,06 - 2528,26; 2623,77 - 2624,97; 2720,77 - 2721,97",4.18,2233.65,260.36,2170-2734,114,7.37,Газлифт,633,ГК 87 1/8,1200,ГК 90 5/32,1646,ГК 92 5/32,1857,ЦКсОК 5/16,-,-,-,-,2170,закрыт,-,-,-,-,-,-,-,2734,1977.38,756.6199999999999,73,5.5,18,Угловик,Периодический,24,720,19,66,18,2023-04-01 00:00:00,137,84,В работе,ГКС,6,,112.24000000000001,,,131.24,0.1566931519999998,3.347,94.4,0.7333333333333333,0.4,,0.33333333333333326,2127.2999430972814,104.83628396871728,0.5810763888888898
330,1392,212.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-29,1392,К-130,2019-01-02 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,,,,203,218.2,0.98,1.66,1.0184661154044565,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2205.3,2933,2933,,,,открытый,2205-2933,84.36,2205,272.0765394622722,,,,Газлифт,519.999999316,ГК85 1/8,1139.99999707,ГК89 1/8,1574.999975391,ГК91 1/8,1969.999939453,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2220,1935.25,284.75,73,5.5,65,Угловик,Постоянный,24,0,20,42,19,2023-04-01 00:00:00,78,84,,,5,,28,,,48,6.043286330399999,7.963,9.22,16.574,11.5,,5.074000000000002,839.6093983625891,1668.243826991869,0.26543333333333335
331,1393,212.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-29,1393,К-130,2018-09-23 00:00:00,Гор.,Р4+5+6_Block2,Действующий,Остановлена,,,,,203,218.2,0.98,1.66,1.0123462936227408,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2186,2949,2949,,,,открытый,2174-2949,17.86,2174,243.91629629629642,,,,Газлифт,579.999983496,ГП,1034.999968945,ГП,1410.0048,ГК90 1/8,1710.000032813,ГК89 1/8,1949.999969531,ЦКсОК 5/16,-,-,1960,закрыт,-,-,-,-,-,-,-,2220,1942.16,277.8399999999999,73,5.5,18,Угловик,Периодический,24,24,19,76,18,2023-04-01 00:00:00,105,84,,,5,,26,,,45,5.2413856,6.8,7.8,19.8,7.2,,12.600000000000001,2403.9444836876723,1229.5945371027422,0.11333333333333333
332,1394,213.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,ЗУ-4,1394,Куст скважины-1078,2018-12-05 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2292,2929,2929,,,,открытый,2292-2929,24.39,2292,411.29544276457864,,,,Газлифт,505.999998047,ГК80 1/8,905.999991797,ГК81 1/8,1297.000051172,ГК82 1/8,1630.000004297,ГК82 1/8,1894.999940625,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2295.8,1881,414.8000000000002,73,5.5,18,Угловик,Постоянный,24,0,25,42,24,2023-04-01 00:00:00,129.1,73,В работе,ГКС,6,,,,,53,2.8423999999999996,3.4,0,8.7,5.8,,2.8999999999999995,1020.264565156206,2040.5291303124118,0.04467805519053877
333,1397,214.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-29,1397,К-130,2018-09-30 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,Остановлена,,,,,203,218.2,0.98,1.66,1.3661404098085321,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2405.64,3007,3007,2018-06-07 00:00:00,По спущенной компановке,,открытый,"2405,64-3007",122.78,2405.64,460,,,,Газлифт,540.000006445,ГП,1005.000014063,ГП,1399.999978125,ГП,1699.999973438,ГК88 1/8,1999.99996875,ЦКсОК 5/16,-,-,2040,закрыт,-,-,-,-,-,-,-,2070,1802.81,267.19000000000005,73,5.5,65,Угловик,Постоянный,24,0,20,48,19,2023-04-01 00:00:00,111,82,В работе,Сиант ,5,,50,,,70,2.4879360000000004,9.6,69,11.4,10.6,,0.8000000000000007,321.5516797859754,1043.4582648194698,0.23414634146341462
334,3287,215.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-105,3287,К-105,2019-03-22 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2083.3,3069,3069,,,,Закрытый,2084-3069,21.84,2084,284.16,2024-3069,114,7.37,Газлифт,554.999983887,ГП,995.000029102,ГК77 1/8,1319.999949609,ГК77 1/8,1599.999975,ГК77 1/8,1899.999970313,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2024,1853.86,170.1400000000001,73,5.5,65,Угловик,Постоянный,24,0,26,46,25,2023-04-01 00:00:00,115,71,В работе,Инком-систем,,,42,,,68,3.344,4,0,7.145,6,,1.1449999999999996,342.4043062200956,1794.2583732057417,0.0851063829787234
335,1400,216.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-29,1400,К-1401,2019-08-02 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9901399878271455,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2403,2945,2945,,,,открытый,2348-2945,58,2348,426,,,,Газлифт,540.000006445,ГП,1099.999982813,ГП,1490.000066016,ГП,1817.999989453,ЦКсОК 5/16,-,-,-,-,1828,закрыт,-,-,-,-,-,-,-,2370,1959.2,410.79999999999995,73,5.5,18,Угловик,Постоянный,24,0,17,30,16,2023-04-01 00:00:00,93.35,83,Не работает,ГКС,5,,25,,,42,4.320029999999999,5.3,2.5,23,7.2,,15.8,3657.382008921235,1609.4906297467403,0.10321324245374879
336,1401,217.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-29,1401,К-1401,2019-10-15 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,1.1069678824169842,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2293,2869,2869,2019-09-24 00:00:00,,,открытый,"2345,1-2869",66,2293,358,,,,Газлифт,499.999992188,ГП,899.999985938,ГП,1260.000039844,ГК87 1/8,1565.000064844,ГК87 1/8,1880.000000391,ЦКсОК 5/16,-,-,1890,закрыт,-,-,-,-,-,-,-,3018,1945,1073,73,5.5,65,Угловик,Постоянный,24,0,18,51,17,2023-04-01 00:00:00,166,82,Не работает,ГКС,5,,51,,,69,4.514399999999999,7.5,28,19,14.4,,4.6,1018.961545277335,2073.0759264058047,0.07731958762886598
337,1402,218.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-29,1402,К-1401,2019-09-14 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.988095238095238,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2415,3019,3019,,,,открытый,2415-3018,31,2415,1044,,,,Газлифт,549.999991406,ГК 84 1/8,1080.000012891,ГК 85 1/8,1510.000035938,ГК 86 1/8,1855.000000781,ГК 86 5/32,2140.000055859,ЦКсОК 5/16,-,-,2150,закрыт,-,-,-,-,-,-,-,2435,1940,495,73,5.5,18,Угловик,Постоянный,24,0,18,32,17,2023-04-01 00:00:00,77,82,Не работает,ГКС,5,,20,,,38,8.1928,10,2,27,15,,12,1464.7007128210137,1780.5422344618019,0.2564102564102564
338,1404,219.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-103,1404,К-103,2017-07-11 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9812058191994981,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2155,2760,2760,,,,открытый,2015-2760,19.5,2015,171.31500000000005,,,,Газлифт,479.999985059,ГП,999.999984375,ГК78 1/8,1349.999978906,ГК78 1/8,1590.000064453,ГК78 1/8,1830.000001172,ЦКсОК 5/16,-,-,1840,закрыт,-,-,-,-,-,-,-,2175,1893.08,281.9200000000001,73,5.5,18,Угловик,Постоянный,24,0,22,34,21,2023-04-01 00:00:00,67,64,В работе,Инком-систем,6,,,,,44,6.251189999999999,7.5,0.3,18,10.8,,7.199999999999999,1151.7807009545381,1720.499996415625,0.32608695652173914
339,1405,220.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-1,1405,Без куста,2016-04-15 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.9820113485452131,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1978,2770,2770,,,,открытый,2302-2770,20,2302,120.71,,,,Газлифт,639.000028711,ГК 85 1/8,1262.999968359,ГК87 1/8,1797.000043359,ГК89 1/8,1999.99996875,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2310,1931.19,378.80999999999995,73,5.5,65,Угловик,Постоянный,24,0,16,40,15,2023-04-01 00:00:00,65.6,72,В работе,Сиант ,6,,,,,37,4.907738,5.9,0.5,27.884,7.2,,20.684,4214.568911380355,1456.9298158460952,0.20629370629370636
340,1407,221.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-61,1407,К-61,2016-02-05 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,139.7,7.72,2393,3002,3002,,,,открытый,2393-3002,25,2393,1.4,,,,Газлифт,534,ГК82 1/8,1020,ГК83 5/32,1435,ГК84 5/32,1763,ГК84 5/32,1995,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2420,1888.41,531.5899999999999,73,5.5,18,Угловик,Постоянный,24,0,22,31,21,2023-04-01 00:00:00,132,57,В работе,Сиант ,6,,,,,39,28.842,34.5,0,38,10,,28,970.8064627973096,346.716593856182,0.3709677419354839
341,1408,222.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-124,1408,К-124,2021-03-08 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9921932178580141,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2441,3441,3155,,,,откр.ствол / хвостовик,2526-2527; 2625-2626; 2723-2724; 2821-2822; 2930-2931; 3029-3030; 3127-3218;,,,,,,,Газлифт,599.999990625,ГП,1209.999966211,ГП,1740.000062109,ГК89 1/8,2190.000055078,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2196,,,73,5.5,12,Угловик,Постоянный,24,0,18,32,17,2023-04-01 00:00:00,77,82,В работе,ГКС,6,,26,,,44,3.973508,4.9,3,15,7.7,,7.3,1837.1675607548796,1858.2273862173583,0.1484848484848485
342,1409,223.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-52,1409,К-52,2019-08-26 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,, ,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2218.1,2925,2925,,,,открытый,2340-2925,52,2340,456,,,,Газлифт,479.999985059,ГП,915.000000586,ГП,1299.999979688,ГК 84 1/8,1599.999975,ГК 83 1/8,1824.999971484,ГК 82 5/32,2030,ЦКсОК 5/16,2040,закрыт,-,-,-,-,-,-,-,2390,1890,500,73,5.5,18,Угловик,Постоянный,24,0,22,38,21,2023-04-01 00:00:00,90,62,В работе,ГКС,6,,,,,46,4.0127999999999995,4.8,0,12.4,8.8,,3.5999999999999996,897.1291866028708,2192.9824561403516,0.10909090909090909
343,1412,224.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-4,1412,К-1412,2020-08-19 00:00:00,Гор.,Р4+5+6_Block2,Действующий,В работе (постоянный режим),,, ,,203,218.2,0.98,1.66,0.9812058191994981,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2252,2969,2969,,,,открытый,2252-2969,58,2252,355,,,,Газлифт,583.999999805,ГК83 1/8,1153.000059375,ГК83 1/8,1605.999980859,ГК83 1/8,1923.000017578,ГК83 1/8,2079.999997266,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2280,1906.63,373.3699999999999,73,5.5,18,ШДР,Постоянный,24,0,16,49,15,2023-04-01 00:00:00,81,85,В работе,ГКС,6,,,,,43,5.0843012,6.1,0.3,14.7,6,,8.7,1711.1496069509024,1175.2049155844434,0.16052631578947368
344,1413,225.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-22,1413,К-22,2019-06-05 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,1970,3650,3650,,,,закрытый,"2986,28-2985,08; 3090,11-3088,91; 3185,04-3183,84; 3281,52-3280,32; 3389,51-3388,31;3484,4-3483,2;3590,76-3589,56",317,2986.28,1244.2222838847401,2777-3639,114,7.37,Газлифт,529.999984277,ГП,999.999984375,ГК76 1/8,1399.999978125,ГК75 1/8,1730.000002734,ГК74 5/32,2029.999998047,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2777,1826,951,73,5.5,65,Угловик,Постоянный,24,0,24,40,23,2023-04-01 00:00:00,87,73,В работе,Инком-систем,,,23,,,47,7.524,9,0,22,13.4,,8.6,1143.0090377458798,1780.9675704412546,0.225
345,1415,225.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,МЗУ,1415,К-53,2015-09-13 00:00:00,Гор.,"Р4+5_Block3, P5i",Пьезометрический,Пьезометрическая,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,"177,8/114,3",9.19,2239,2785,2785,2017-11-19 00:00:00,По спущенной компановке,,открытый,"2094,23-2785",72.16,2094.23,192.23,"1787,61-2094,23",114,7.37,Фон.,560,ГП,1020,ГК 87 1/8,1390,ГК 70 1/8,1700,ЦКсОК 5/16,-,-,-,-,1760,открыт,-,-,-,-,-,-,-,1790,1666.07,123.93000000000006,73,5.5,18,ШДР,Периодический,24,720,20,38,19,2023-04-01 00:00:00,115,,,,,,,,,45,4.18,5,0,90,,,90,21531.1004784689,,0.07142857142857142
346,1416,225.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-3,ЗУ-6,1416,К-1599,2019-01-31 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,В работе,,,,,203,218.2,0.98,1.66,0.9963253307202352,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2209.34,2951,2951,,,,открытый,2209-2951,37.16,2209,331.51707774798933,,,,Газлифт,549.999991406,ГП,980.000014453,ГК 89 1/8,1310.000039063,ГК 90 1/8,1574.999975391,ГК 90 1/8,1910.000029688,ЦКсОК 5/16,-,-,1920,закрыт,-,-,-,-,-,-,-,2260,1893.35,366.6500000000001,73,5.5,18,Угловик,Периодический,24,24,18,48,17,2023-04-01 00:00:00,110,70,,,6,,,,,48,1.9261439999999999,2.4,4,6.2,3.8,,2.4000000000000004,1246.0127591706541,1865.202776992429,0.03870967741935484
347,1418,226.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-1,ГЗУ-4,1418,К-1412,2020-09-02 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9817695509013835,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2498,3513,3513,,,,открытый,2498-3513,43.86,2498,614.1499999999999,,,,Газлифт,607.999986035,ГП,1195.000025977,ГК80 1/8,1648.000021875,ГК80 1/8,2004.999998438,ГК79 1/8,2130.999972656,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2498,1883.8500000000001,614.1499999999999,73,5.5,18,ШДР,Постоянный,24,0,16,35,15,2023-04-01 00:00:00,105,85,В работе,ГКС,6,,,,,40,5.077161759999999,6.1,0.44,11.9,7.2,,4.7,925.7140548541437,1409.486732117697,0.09384615384615384
348,1419,226.0,2023-06-19 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ПГ,МЗУ,1419,К-53,2015-09-15 00:00:00,Гор.,"Р4+5_Block3, P5i",Действующий,В работе (постоянный режим),,,,,203,218.2,0.98,1.66,0.9921932178580141,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2238,3086,3086,,,,открытый,2380-3086,56.78,2380,486.4,2082-2380,114,7.37,Фон.,440,ГП,815,ГП,1175,"ГК 50/1,5",1510,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,-,-,2087,1853.95,233.04999999999995,73,5.5,65,Угловик,Постоянный,24,0,79,84,78,2023-04-01 00:00:00,111.9,,,,,,,,,96,1.2544932399999997,1.547,3,51.7,,,51.7,41211.86017710228,,0.09729559748427669
349,1420,226.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-2,К-1570,1420,К-1420,2020-10-14 00:00:00,Гор.,Р4+5_Block3,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2197.5,3020,3020,,,,открытый,2247-3020,14,2347,321,,,,Газлифт,460.000015137,ГП,899.999985938,ГП,1220.000025586,ГП,1469.999947266,ГК86 1/8,1649.999974219,ГК85 5/32,1890,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,2197.5,,,,,6,ШДР,Периодический,24,24,24,61,23,2023-04-01 00:00:00,152,71,В работе,ГКС,6,,,,,50,0.836,1,0,6,5,,1,1196.1722488038279,5980.861244019139,0.00980392156862745
350,1421,227.0,2023-05-22 00:00:00,ГПНО,ВУ ОНГКМ,ВУ ОНГКМ,ЦДНГ-1,ТЛ-4,К-14/2,1421,К-14,2019-06-19 00:00:00,Гор.,P4+5+6_Block1_yug,Действующий,В работе,,,,,203,218.2,0.98,1.66,0.98,1.454,0.836,0.72,34.3,1.17,177.8,9.19,2311.57,2940,2940,,,,закрытый,"2381,81-2382,78; 2476,78-2477,75; 2617,81-2618,78; 2784,51-2785,48; 2915,31-2916,45;",192.58,2381.81,514,2228-2940,114,7.37,Газлифт,429.99998584,ГП,870.000031055,ГП,1319.999949609,ГК80 1/8,1619.999944922,ГК79 5/32,1830.000001172,ЦКсОК 5/16,-,-,-,-,-,-,-,-,-,-,-,2228,1823,405,73,5.5,65,Угловик,Постоянный,24,0,24,46,23,2023-04-01 00:00:00,106,74,В работе,Инком-систем,,,30,,,54,9.9484,11.9,0,13.4,9.6,,3.8000000000000007,381.97097020626444,964.9792931526678,0.22884615384615387
